feature,importance,fold
PREV_NAME_SELLER_INDUSTRY_Jewelry_MEAN,0,6
PREV_NAME_SELLER_INDUSTRY_Industry_MEAN,0,6
PREV_NAME_SELLER_INDUSTRY_Furniture_MEAN,0,6
BURO_CREDIT_TYPE_Loan for working capital replenishment_MEAN,0,6
PREV_NAME_SELLER_INDUSTRY_Construction_MEAN,0,6
BURO_CREDIT_TYPE_Mobile operator loan_MEAN,0,6
PREV_NAME_SELLER_INDUSTRY_Clothing_MEAN,0,6
PREV_NAME_SELLER_INDUSTRY_Auto technology_MEAN,0,6
PREV_NAME_PRODUCT_TYPE_x-sell_MEAN,0,6
BURO_CREDIT_TYPE_Mortgage_MEAN,0,6
PREV_NAME_PRODUCT_TYPE_nan_MEAN,0,6
PREV_NAME_PORTFOLIO_nan_MEAN,0,6
PREV_PRODUCT_COMBINATION_nan_MEAN,0,6
BURO_CREDIT_TYPE_Unknown type of loan_MEAN,0,6
BURO_CREDIT_TYPE_nan_MEAN,0,6
BURO_MONTHS_BALANCE_MAX_MAX,0,6
PREV_NAME_PORTFOLIO_Cars_MEAN,0,6
PREV_NAME_PAYMENT_TYPE_nan_MEAN,0,6
BURO_STATUS_2_MEAN_MEAN,0,6
PREV_NAME_PAYMENT_TYPE_Non-cash from your account_MEAN,0,6
PREV_NAME_PAYMENT_TYPE_Cashless from the account of the employer_MEAN,0,6
CC_AMT_RECIVABLE_SUM,0,6
PREV_NAME_GOODS_CATEGORY_nan_MEAN,0,6
BURO_STATUS_4_MEAN_MEAN,0,6
PREV_NAME_GOODS_CATEGORY_Weapon_MEAN,0,6
PREV_NAME_GOODS_CATEGORY_Vehicles_MEAN,0,6
BURO_CREDIT_TYPE_Loan for the purchase of equipment_MEAN,0,6
PREV_NAME_SELLER_INDUSTRY_nan_MEAN,0,6
PREV_NAME_TYPE_SUITE_Children_MEAN,0,6
PREV_NAME_TYPE_SUITE_Family_MEAN,0,6
PREV_PRODUCT_COMBINATION_POS others without interest_MEAN,0,6
PREV_PRODUCT_COMBINATION_POS other with interest_MEAN,0,6
PREV_PRODUCT_COMBINATION_POS mobile without interest_MEAN,0,6
BURO_CREDIT_CURRENCY_currency 4_MEAN,0,6
PREV_PRODUCT_COMBINATION_POS industry without interest_MEAN,0,6
BURO_CREDIT_CURRENCY_nan_MEAN,0,6
PREV_PRODUCT_COMBINATION_POS household without interest_MEAN,0,6
PREV_PRODUCT_COMBINATION_POS household with interest_MEAN,0,6
BURO_CREDIT_DAY_OVERDUE_MAX,0,6
PREV_PRODUCT_COMBINATION_Cash X-Sell: middle_MEAN,0,6
BURO_CREDIT_DAY_OVERDUE_MEAN,0,6
PREV_PRODUCT_COMBINATION_Cash X-Sell: high_MEAN,0,6
BURO_CREDIT_TYPE_Another type of loan_MEAN,0,6
PREV_PRODUCT_COMBINATION_Cash Street: low_MEAN,0,6
BURO_CREDIT_TYPE_Car loan_MEAN,0,6
BURO_CREDIT_TYPE_Cash loan (non-earmarked)_MEAN,0,6
PREV_NAME_YIELD_GROUP_nan_MEAN,0,6
PREV_NAME_YIELD_GROUP_middle_MEAN,0,6
PREV_NAME_YIELD_GROUP_low_action_MEAN,0,6
BURO_CREDIT_TYPE_Interbank credit_MEAN,0,6
BURO_CREDIT_TYPE_Loan for business development_MEAN,0,6
PREV_NAME_TYPE_SUITE_nan_MEAN,0,6
BURO_CREDIT_TYPE_Loan for purchase of shares (margin lending)_MEAN,0,6
"PREV_NAME_TYPE_SUITE_Spouse, partner_MEAN",0,6
PREV_NAME_TYPE_SUITE_Other_B_MEAN,0,6
PREV_NAME_TYPE_SUITE_Other_A_MEAN,0,6
PREV_NAME_TYPE_SUITE_Group of people_MEAN,0,6
POS_NAME_CONTRACT_STATUS_Demand_MEAN,0,6
POS_NAME_CONTRACT_STATUS_Amortized debt_MEAN,0,6
POS_NAME_CONTRACT_STATUS_Canceled_MEAN,0,6
FLAG_DOCUMENT_8,0,6
CC_NAME_CONTRACT_STATUS_Completed_SUM,0,6
CC_NAME_CONTRACT_STATUS_Completed_VAR,0,6
CC_NAME_CONTRACT_STATUS_Demand_MAX,0,6
CC_NAME_CONTRACT_STATUS_Demand_MEAN,0,6
CC_NAME_CONTRACT_STATUS_Demand_MIN,0,6
CC_NAME_CONTRACT_STATUS_Demand_SUM,0,6
HOUSETYPE_MODE_terraced house,0,6
HOUSETYPE_MODE_specific housing,0,6
HOUSETYPE_MODE_nan,0,6
HOUSETYPE_MODE_block of flats,0,6
HOUR_APPR_PROCESS_START,0,6
FONDKAPREMONT_MODE_reg oper spec account,0,6
FONDKAPREMONT_MODE_reg oper account,0,6
FONDKAPREMONT_MODE_org spec account,0,6
FONDKAPREMONT_MODE_not specified,0,6
FONDKAPREMONT_MODE_nan,0,6
FLOORSMIN_MODE,0,6
FLOORSMIN_MEDI,0,6
FLOORSMIN_AVG,0,6
CC_NAME_CONTRACT_STATUS_Demand_VAR,0,6
CC_NAME_CONTRACT_STATUS_Refused_MAX,0,6
CC_NAME_CONTRACT_STATUS_Refused_MEAN,0,6
FLAG_WORK_PHONE,0,6
FLAG_PHONE,0,6
FLAG_OWN_REALTY,0,6
CC_NAME_CONTRACT_STATUS_Refused_MIN,0,6
FLAG_MOBIL,0,6
FLAG_EMP_PHONE,0,6
FLAG_EMAIL,0,6
CC_NAME_CONTRACT_STATUS_Completed_MIN,0,6
CC_NAME_CONTRACT_STATUS_Completed_MEAN,0,6
CC_NAME_CONTRACT_STATUS_Completed_MAX,0,6
CC_MONTHS_BALANCE_MAX,0,6
CC_CNT_INSTALMENT_MATURE_CUM_MEAN,0,6
CC_CNT_INSTALMENT_MATURE_CUM_MIN,0,6
CC_CNT_INSTALMENT_MATURE_CUM_SUM,0,6
LIVINGAPARTMENTS_MODE,0,6
LIVINGAPARTMENTS_MEDI,0,6
LIVINGAPARTMENTS_AVG,0,6
LIVE_REGION_NOT_WORK_REGION,0,6
LIVE_CITY_NOT_WORK_CITY,0,6
LANDAREA_MODE,0,6
LANDAREA_MEDI,0,6
CC_CNT_INSTALMENT_MATURE_CUM_VAR,0,6
CC_COUNT,0,6
ACT_AMT_ANNUITY_MEAN,0,6
INS_PAYMENT_PERC_MAX,0,6
CC_NAME_CONTRACT_STATUS_Approved_VAR,0,6
CC_MONTHS_BALANCE_MEAN,0,6
CC_MONTHS_BALANCE_MIN,0,6
CC_MONTHS_BALANCE_VAR,0,6
CC_NAME_CONTRACT_STATUS_Active_MAX,0,6
CC_NAME_CONTRACT_STATUS_Active_MEAN,0,6
CC_NAME_CONTRACT_STATUS_Active_MIN,0,6
CC_NAME_CONTRACT_STATUS_Active_SUM,0,6
CC_NAME_CONTRACT_STATUS_Active_VAR,0,6
CC_NAME_CONTRACT_STATUS_Approved_MAX,0,6
INS_DBD_MAX,0,6
CC_NAME_CONTRACT_STATUS_Approved_MEAN,0,6
CC_NAME_CONTRACT_STATUS_Approved_MIN,0,6
CC_NAME_CONTRACT_STATUS_Approved_SUM,0,6
FLAG_DOCUMENT_9,0,6
FLAG_DOCUMENT_7,0,6
POS_NAME_CONTRACT_STATUS_Approved_MEAN,0,6
FLAG_DOCUMENT_6,0,6
CC_NAME_CONTRACT_STATUS_Signed_MIN,0,6
CC_NAME_CONTRACT_STATUS_Signed_SUM,0,6
CC_NAME_CONTRACT_STATUS_Signed_VAR,0,6
CC_NAME_CONTRACT_STATUS_nan_MAX,0,6
CC_NAME_CONTRACT_STATUS_nan_MEAN,0,6
COMMONAREA_MODE,0,6
CC_NAME_CONTRACT_STATUS_nan_MIN,0,6
CC_NAME_CONTRACT_STATUS_nan_SUM,0,6
CC_NAME_CONTRACT_STATUS_nan_VAR,0,6
CNT_FAM_MEMBERS,0,6
CNT_CHILDREN,0,6
CC_SK_DPD_DEF_MAX,0,6
CC_SK_DPD_DEF_MEAN,0,6
CLS_MONTHS_BALANCE_MIN_MIN,0,6
CC_SK_DPD_DEF_MIN,0,6
CC_SK_DPD_DEF_SUM,0,6
CC_SK_DPD_DEF_VAR,0,6
CC_SK_DPD_MAX,0,6
CC_SK_DPD_MEAN,0,6
CC_SK_DPD_MIN,0,6
CC_SK_DPD_SUM,0,6
CC_SK_DPD_VAR,0,6
CLS_DAYS_CREDIT_ENDDATE_MEAN,0,6
CLS_AMT_ANNUITY_MEAN,0,6
CLS_CREDIT_DAY_OVERDUE_MEAN,0,6
CLS_CREDIT_DAY_OVERDUE_MAX,0,6
CLS_CNT_CREDIT_PROLONG_SUM,0,6
CLS_AMT_CREDIT_SUM_DEBT_SUM,0,6
CLS_AMT_CREDIT_SUM_OVERDUE_MEAN,0,6
CC_NAME_CONTRACT_STATUS_Signed_MEAN,0,6
DEF_30_CNT_SOCIAL_CIRCLE,0,6
DEF_60_CNT_SOCIAL_CIRCLE,0,6
FLAG_DOCUMENT_12,0,6
FLAG_DOCUMENT_5,0,6
FLAG_DOCUMENT_4,0,6
CC_NAME_CONTRACT_STATUS_Refused_SUM,0,6
FLAG_DOCUMENT_21,0,6
FLAG_DOCUMENT_20,0,6
FLAG_DOCUMENT_2,0,6
FLAG_DOCUMENT_19,0,6
FLAG_DOCUMENT_18,0,6
FLAG_DOCUMENT_17,0,6
FLAG_DOCUMENT_16,0,6
FLAG_DOCUMENT_15,0,6
FLAG_DOCUMENT_14,0,6
FLAG_DOCUMENT_13,0,6
FLAG_DOCUMENT_11,0,6
CC_NAME_CONTRACT_STATUS_Signed_MAX,0,6
FLAG_DOCUMENT_10,0,6
FLAG_CONT_MOBILE,0,6
CC_NAME_CONTRACT_STATUS_Refused_VAR,0,6
CC_NAME_CONTRACT_STATUS_Sent proposal_MAX,0,6
CC_NAME_CONTRACT_STATUS_Sent proposal_MEAN,0,6
ENTRANCES_MODE,0,6
CC_NAME_CONTRACT_STATUS_Sent proposal_MIN,0,6
CC_NAME_CONTRACT_STATUS_Sent proposal_SUM,0,6
EMERGENCYSTATE_MODE_nan,0,6
EMERGENCYSTATE_MODE_Yes,0,6
EMERGENCYSTATE_MODE_No,0,6
CC_NAME_CONTRACT_STATUS_Sent proposal_VAR,0,6
ELEVATORS_MEDI,0,6
CC_CNT_INSTALMENT_MATURE_CUM_MAX,0,6
NAME_CONTRACT_TYPE_Revolving loans,0,6
NAME_CONTRACT_TYPE_nan,0,6
NAME_EDUCATION_TYPE_Academic degree,0,6
ORGANIZATION_TYPE_Military,0,6
ORGANIZATION_TYPE_Medicine,0,6
ORGANIZATION_TYPE_Legal Services,0,6
ORGANIZATION_TYPE_Kindergarten,0,6
ORGANIZATION_TYPE_Insurance,0,6
ORGANIZATION_TYPE_Industry: type 9,0,6
ORGANIZATION_TYPE_Industry: type 8,0,6
ORGANIZATION_TYPE_Industry: type 7,0,6
ORGANIZATION_TYPE_Industry: type 6,0,6
ORGANIZATION_TYPE_Industry: type 5,0,6
ORGANIZATION_TYPE_Industry: type 4,0,6
ORGANIZATION_TYPE_Industry: type 3,0,6
ORGANIZATION_TYPE_Industry: type 2,0,6
ORGANIZATION_TYPE_Industry: type 13,0,6
ORGANIZATION_TYPE_Industry: type 12,0,6
ORGANIZATION_TYPE_Industry: type 11,0,6
ORGANIZATION_TYPE_Industry: type 10,0,6
ORGANIZATION_TYPE_Industry: type 1,0,6
ORGANIZATION_TYPE_Housing,0,6
ORGANIZATION_TYPE_Hotel,0,6
ORGANIZATION_TYPE_Government,0,6
ORGANIZATION_TYPE_Emergency,0,6
ORGANIZATION_TYPE_Electricity,0,6
ORGANIZATION_TYPE_Culture,0,6
ORGANIZATION_TYPE_Construction,0,6
ORGANIZATION_TYPE_Cleaning,0,6
CC_CNT_DRAWINGS_ATM_CURRENT_MIN,0,6
ORGANIZATION_TYPE_Business Entity Type 2,0,6
ORGANIZATION_TYPE_Business Entity Type 1,0,6
ORGANIZATION_TYPE_Mobile,0,6
ORGANIZATION_TYPE_Other,0,6
ORGANIZATION_TYPE_Police,0,6
ORGANIZATION_TYPE_Trade: type 7,0,6
CLS_AMT_CREDIT_SUM_LIMIT_MEAN,0,6
POS_NAME_CONTRACT_STATUS_Active_MEAN,0,6
CC_AMT_TOTAL_RECEIVABLE_MAX,0,6
CC_AMT_TOTAL_RECEIVABLE_MEAN,0,6
CC_AMT_TOTAL_RECEIVABLE_MIN,0,6
CC_AMT_TOTAL_RECEIVABLE_SUM,0,6
ORGANIZATION_TYPE_nan,0,6
ORGANIZATION_TYPE_XNA,0,6
ORGANIZATION_TYPE_University,0,6
ORGANIZATION_TYPE_Transport: type 4,0,6
ORGANIZATION_TYPE_Transport: type 3,0,6
ORGANIZATION_TYPE_Transport: type 2,0,6
ORGANIZATION_TYPE_Transport: type 1,0,6
ORGANIZATION_TYPE_Trade: type 6,0,6
ORGANIZATION_TYPE_Postal,0,6
ORGANIZATION_TYPE_Trade: type 5,0,6
ORGANIZATION_TYPE_Trade: type 4,0,6
ORGANIZATION_TYPE_Trade: type 3,0,6
ORGANIZATION_TYPE_Trade: type 2,0,6
ORGANIZATION_TYPE_Trade: type 1,0,6
ORGANIZATION_TYPE_Telecom,0,6
ORGANIZATION_TYPE_Services,0,6
ORGANIZATION_TYPE_Security Ministries,0,6
ORGANIZATION_TYPE_Security,0,6
ORGANIZATION_TYPE_School,0,6
ORGANIZATION_TYPE_Restaurant,0,6
ORGANIZATION_TYPE_Religion,0,6
ORGANIZATION_TYPE_Realtor,0,6
ORGANIZATION_TYPE_Bank,0,6
ORGANIZATION_TYPE_Agriculture,0,6
ORGANIZATION_TYPE_Advertising,0,6
NAME_HOUSING_TYPE_Rented apartment,0,6
NAME_TYPE_SUITE_Family,0,6
NAME_TYPE_SUITE_Children,0,6
NAME_INCOME_TYPE_nan,0,6
CC_CNT_DRAWINGS_OTHER_CURRENT_VAR,0,6
NAME_INCOME_TYPE_Unemployed,0,6
NAME_INCOME_TYPE_Student,0,6
NAME_INCOME_TYPE_State servant,0,6
NAME_INCOME_TYPE_Pensioner,0,6
NAME_INCOME_TYPE_Maternity leave,0,6
NAME_INCOME_TYPE_Commercial associate,0,6
NAME_INCOME_TYPE_Businessman,0,6
NAME_HOUSING_TYPE_nan,0,6
NAME_HOUSING_TYPE_With parents,0,6
NAME_HOUSING_TYPE_Office apartment,0,6
NAME_TYPE_SUITE_Other_A,0,6
NAME_HOUSING_TYPE_Municipal apartment,0,6
NAME_HOUSING_TYPE_House / apartment,0,6
NAME_HOUSING_TYPE_Co-op apartment,0,6
NAME_FAMILY_STATUS_nan,0,6
NAME_FAMILY_STATUS_Widow,0,6
NAME_FAMILY_STATUS_Unknown,0,6
NAME_FAMILY_STATUS_Single / not married,0,6
NAME_FAMILY_STATUS_Separated,0,6
NAME_FAMILY_STATUS_Civil marriage,0,6
NAME_EDUCATION_TYPE_nan,0,6
CC_CNT_DRAWINGS_POS_CURRENT_MIN,0,6
NAME_EDUCATION_TYPE_Lower secondary,0,6
NAME_EDUCATION_TYPE_Incomplete higher,0,6
NAME_TYPE_SUITE_Group of people,0,6
NAME_TYPE_SUITE_Other_B,0,6
CC_CNT_DRAWINGS_CURRENT_MIN,0,6
OCCUPATION_TYPE_Drivers,0,6
OCCUPATION_TYPE_Waiters/barmen staff,0,6
OCCUPATION_TYPE_Security staff,0,6
OCCUPATION_TYPE_Secretaries,0,6
OCCUPATION_TYPE_Sales staff,0,6
OCCUPATION_TYPE_Realty agents,0,6
OCCUPATION_TYPE_Private service staff,0,6
OCCUPATION_TYPE_Medicine staff,0,6
OCCUPATION_TYPE_Managers,0,6
OCCUPATION_TYPE_Low-skill Laborers,0,6
CC_CNT_DRAWINGS_OTHER_CURRENT_MAX,0,6
OCCUPATION_TYPE_IT staff,0,6
OCCUPATION_TYPE_High skill tech staff,0,6
OCCUPATION_TYPE_HR staff,0,6
OCCUPATION_TYPE_Core staff,0,6
"NAME_TYPE_SUITE_Spouse, partner",0,6
OCCUPATION_TYPE_Cooking staff,0,6
OCCUPATION_TYPE_Cleaning staff,0,6
OCCUPATION_TYPE_Accountants,0,6
OBS_60_CNT_SOCIAL_CIRCLE,0,6
OBS_30_CNT_SOCIAL_CIRCLE,0,6
CC_CNT_DRAWINGS_OTHER_CURRENT_MEAN,0,6
CC_CNT_DRAWINGS_OTHER_CURRENT_MIN,0,6
NONLIVINGAREA_AVG,0,6
NONLIVINGAPARTMENTS_MODE,0,6
NONLIVINGAPARTMENTS_MEDI,0,6
CC_CNT_DRAWINGS_OTHER_CURRENT_SUM,0,6
NAME_TYPE_SUITE_nan,0,6
NAME_TYPE_SUITE_Unaccompanied,0,6
ACT_AMT_ANNUITY_MAX,0,6
